,id_str,related_thiago
115,797161849963892736,1
116,797190719127650304,0
117,797224095716929536,1
118,797224192886374401,1
119,797224833734021120,1
120,797374321979170817,1
121,797425718774743040,1
122,797461113797545984,1
123,797486263565774848,1
124,797520013603192833,1
125,797536858435710977,1
126,797551213898268672,1
127,797690925652774912,1
128,797720626568032256,1
129,797743377198497792,1
130,797786434832736256,1
131,797786988279631872,1
132,797799549888700417,1
133,797802388404871168,1
134,797803854171607040,1
135,797814576284921857,1
136,797821932011917312,1
137,797825818017890305,1
138,797827918449803265,1
139,797836978041528324,1
140,797839638757068800,1
141,797848412402106369,1
142,797851471677181956,1
143,797853940012478464,1
144,797856574232469509,0
145,797865124560334848,1
146,797871537650995200,1
147,797875635334983680,1
148,797882887286751232,1
149,797883439877943296,1
150,797905886484119553,1
151,797914375080333312,1
152,797935308570390528,1
153,797940865499013121,0
154,797997217944465408,1
155,798009924978503680,1
156,798030685822914560,1
157,798140710956331008,1
158,"7,98154581192704E+017",1
159,798192141486866433,1
160,798193853182447616,1
161,798212866214006784,1
162,798296984092168192,1
163,798316223641583616,1
164,798645799953559552,1
165,798912269023383552,1
166,799290684377206784,1
167,799319413140824064,0
168,799333942809817088,1
169,799339960360783872,1
170,799356081549942784,0
171,799645919700520962,1
172,799929111275851776,0
173,799980421941444608,0
174,799980443479265280,0
175,800737369636958208,1
176,800881970813112324,1
177,801381835720818688,1
178,801381847116681216,1
179,801492292959928321,1
180,801508693246410755,1
181,801510773230948352,0
182,801562298255101955,0
183,802602420857544704,0
184,802618809723064320,1
185,802921062304534529,0
186,802959410255556608,1
187,802964779530944516,1
188,803293243849003008,1
189,803454619829600256,1
190,803468481584721920,1
191,803513509891874816,1
192,803708807226400768,0
193,803764335004844033,0
194,803932350413504516,0
195,803951194335039488,1
196,804057658223448070,1
197,804071391423123456,1
198,804367783572213760,1
199,805086093695709184,1
200,805112904206807040,1
201,805117019238432768,1
202,805117366971629568,1
203,805123159053758464,1
204,805132795441975296,1
205,805145168013914112,1
206,805158761312690178,1
207,805207745720791040,1
208,805374160075636736,1
209,805540132501749760,0
210,805544937823600640,1
211,805567453384372228,1
212,805609500367433728,1
213,806145984057274368,0
214,806253896683245568,0
215,806506044738404352,1
216,806564647654531072,1
217,806574939155394560,1
218,806642769045454848,1
219,806653914267418624,0
220,806826495339593728,0
221,806977487833964544,1
222,806994700175638528,0
223,807157446745686016,0
224,807346297002921984,1
225,807433256232742912,1
226,807437732079435776,1
227,807581759349129216,0
228,807592268651778048,0
229,807597756609163264,0
230,807617979328462849,1
231,807620549446877184,0
232,807662229688582144,1
233,807665034012737536,1
234,807671512467722241,1
235,807671527680393217,1
236,807671861848879104,0
237,807672141562802176,1
238,807679219547406337,1
239,807689338993528832,1
240,807697114104856576,1
241,807833975087579136,1
242,808000080913592325,1
243,808032047478489088,1
244,808034931062558720,1
245,808057947762950144,1
246,808266057076981760,1
247,808266064496836608,1
248,808290430244659201,1
249,808299705298026497,1
250,808301828328845312,1
251,808310682370342916,1
252,808313961372327936,1
253,808320952555683841,0
254,809128157504737284,0
255,809220956866703360,1
256,809327487595462657,1
257,809535185842827264,1
258,809985523225915393,0
259,810297949888466944,0
260,810516397667139588,0
261,810536265980448768,1
262,810540304860413952,1
263,810546607322202112,1
264,810563549663731713,1
265,810614813676146688,0
266,810614823725793280,0
267,810875511102640129,1
268,810885884073476096,1
269,810886751355072512,1
270,810893581623889920,1
271,810896781970206725,1
272,810901418861170688,0
273,810910787715928068,1
274,810917354876051456,1
275,810945945978408961,0
276,810949271654637568,0
277,810963368076902402,0
278,811186357704019968,1
279,811394527760187392,0
280,811532946431705089,0
281,811646767146143744,1
282,811650185671704576,1
283,811651912873480192,1
284,811652692082769920,1
285,811654244772233216,1
286,811655144253300736,0
287,811665840001064960,1
288,811743687357198336,1
289,811868516798316544,0
290,811901326762315776,0
291,811963243119972352,1
292,812347680198422532,1
293,812356460533415940,1
294,812376945346441217,1
295,812388262828326912,1
296,812480947870375940,1
297,812729242983071745,1
298,813105010284363776,0
299,813409155474190336,1
300,813812321684426753,1
301,813835033278611456,1
302,813840121787248640,1
303,813936602221281281,1
304,814158389794275328,1
305,814165713787224064,1
306,814171968366723072,1
307,814553927773343744,0
308,814556661092384768,1
309,814563299442364416,1
310,814585499834781698,1
311,814585583402041344,1
312,814777930681200642,1
313,814856888118640641,0
314,814958351930929152,1
315,815226121935462400,1
316,815230106717155330,0
317,815230799280750592,1
318,815235238498631680,1
319,815551695832944640,0
320,815633788474687492,0
321,815646065605099520,1
322,815652093558226949,0
323,815657911632265217,1
324,815911204073996288,0
325,815948248514985984,1
326,816002320337027074,0
327,816007534423085056,1
328,816013057600159744,1
329,816015639273996290,1
330,816021531834929153,1
331,816023583243796480,1
332,816024656788549632,1
333,816031688333656066,1
334,816038163198177280,1
335,816352001395191808,1
336,816382994776616960,1
337,816383692516032512,1
338,816402164859998209,1
339,816973113506353154,1
340,817148639042621441,1
341,817402097591152640,1
342,817417517119455234,1
343,817580341573586945,1
344,817780337631784961,1
345,817780386273120256,1
346,817780490069479425,0
347,817794749176352768,1
348,817796548163579904,0
349,817800883589251073,0
350,817803974761811968,1
351,817838276518248448,1
352,817849592305815554,0
353,818136322678423552,1
354,818150802460176385,1
355,818154940363341825,1
356,818156035219156992,1
357,818157018628423681,0
358,818163562455646208,1
359,818163565131599872,1
360,818534800290181125,1
361,818572202480115712,1
362,818589677137592320,1
363,818630061419073536,1
364,818682159355559936,1
365,818918121625055232,1
366,819271765604126730,1
367,819308345777672195,1
368,819323239558184960,1
369,819329475896672256,1
370,819359963713826816,0
371,819554411160764416,0
372,819574789304029184,1
373,819579490498211844,1
374,819661821296726017,1
375,819671476072808449,0
376,819719005728636930,0
377,819868984728240129,1
378,819937009645064193,1
379,820649177751306240,1
380,820649185909338112,1
381,820688731686453249,1
382,820815986806943750,1
383,820815993526226944,1
384,820835568334540800,1
385,820836260939964416,1
386,820836489319907332,1
387,821032373458534400,1
388,821035385132347392,1
389,821036203596218369,1
390,821054727270137860,1
391,821058160140095490,0
392,821121161379594244,1
393,821121212944437249,0
394,821129991828209664,0
395,821133288815333377,1
396,821136104879329280,0
397,821150252153602048,1
398,821154956686295040,1
399,821160007475597312,1
400,821163345910841344,1
401,821169008372289536,1
402,821280839833157632,0
403,821282166726414337,0
404,821293398959210497,1
405,821343839680163840,1
406,821354483087187968,1
407,821360458628087809,1
408,821363800574046208,1
409,821377032315695104,1
410,821386527964008449,1
411,821392633604046848,1
412,821410178394427392,1
413,821464649401044993,1
414,821517860677840896,1
415,821521427283197954,1
416,821530739493703681,1
417,821562121775366144,1
418,821694003800317953,1
419,821706078987624449,1
420,821734754093531136,1
421,821735427761668096,0
422,821735526696976385,1
423,821739955852603395,1
424,821742038425051140,1
425,821746705783721988,1
426,821760767615791106,1
427,821765817230561282,1
428,821775157631008768,1
429,821855329751138304,1
430,821866467679420417,1
431,821874920976240640,0
432,822042083984887809,0
433,822052780970045440,0
434,822097683569672192,1
435,822097690733539330,1
436,822107960621092865,1
437,822110091381862400,1
438,822116277812600832,1
439,822116855166840833,1
440,822121873441964032,1
441,822137361257480192,1
442,822139784202047488,1
443,822150463055400962,1
444,822151088543596544,1
445,822153877499904002,1
446,822158083040231424,1
447,822161976298184705,1
448,822173584462221313,0
449,822175645551759366,1
450,822195595133800448,1
451,822198870033711107,1
452,822213619102445570,1
453,822384911172521986,1
454,822388992842690560,1
455,822400414582763520,1
456,822413037311234048,1
457,822413229771067394,1
458,822414626843480066,1
459,822417939827716098,1
460,822441385747972097,1
461,822545786009485312,1
462,822548607245152257,0
463,822549608907833351,0
464,822550463971291137,1
465,822551722170216448,1
466,822551727576596484,1
467,822553158186627073,1
468,822553190692507648,1
469,822555501657489408,1
470,822560101492019200,1
471,822584273475633154,1
472,822596462546681856,1
473,822600162799448064,1
474,822634771310383105,1
475,822640224341790720,1
476,822774220241285120,0
477,822794789657739264,1
478,822838446356054018,0
479,822842779705495552,1
480,822851841838956544,1
481,822857454090416130,1
482,822868304788340736,1
483,822871463753457665,0
484,822873660172173312,1
485,822877860050239488,1
486,822891904018874368,1
487,822902180168470530,1
488,822902471731412992,1
489,822903951011889152,1
490,822904425152937984,1
491,822905174603595776,1
492,822913187305680897,1
493,822913421716975616,1
494,822916452718170113,1
495,822916457919082496,1
496,822922801652912129,1
497,822924786280124417,1
498,822927612704133120,1
499,822939043205779456,1
500,822943766516363264,1
501,822947689826492422,0
502,822996813062045696,1
503,823155082162302976,0
504,823163893874827265,1
505,823165463542702080,1
506,823186858188283904,0
507,823191200236765184,1
508,823204155695267840,1
509,823238752294305792,1
510,823270093098336256,1
511,823270098265849856,1
512,823272935846723584,0
513,823272960215711746,0
514,823273221982040064,0
515,823577851123421185,1
516,823618253100498944,1
517,823629778993422336,1
518,823638536087891971,1
519,823944369178812416,1
520,823958059739389953,0
521,823973318575341569,1
522,823973548561670144,1
523,823973853005279232,1
524,823975639107641344,1
525,823975956444565510,1
526,823977361255362560,1
527,823978492924600320,1
528,823982368268677120,1
529,823989674192543745,1
530,824012766663102468,1
531,824083422909972485,1
532,824244063020994561,0
533,824259489314508802,1
534,824273050480693248,0
535,824273054511562752,0
536,824278409094238211,0
537,824331716370243586,0
538,824378679950241792,1
539,824416591513341956,1
540,824548792221503490,1
541,824958617975549952,1
542,824998056361918464,1
543,825022645955678208,1
544,825026077961633792,1
545,825056191470567424,1
546,825089244427386886,1
547,825102789881819137,1
548,825106969274970115,1
549,825115687567912961,0
550,825459256677642240,1
551,825485325728415746,1
552,825756767552360448,1
553,825787487834533888,1
554,826095534431682560,0
555,826175707772510208,1
556,826175711232786432,1
557,826550867893567488,1
558,826551799859527682,1
559,826598438632517635,0
560,826598442235490305,0
561,826769313663184897,0
562,826813389578059776,0
563,826852423989870592,1
564,826864970583437313,1
565,826874582980317184,1
566,826918199052664836,1
567,826966431321440257,1
568,826967089558740993,1
569,827270252987715584,1
570,827274003307851776,1
571,827275103444439040,1
572,827275330624708613,0
573,827275487344943106,0
574,827275736033611776,0
575,827275751695142912,1
576,827277881415831552,1
577,827299248601440256,1
578,827654335882526721,1
579,827895458051846144,1
580,827903872693846017,1
581,827961521691095041,1
582,827961953645690880,1
583,827964281647988736,1
584,827965368358535168,1
585,827966167591579648,1
586,827966239196737537,1
587,827968200407150592,1
588,827970549380964352,1
589,827979849876828161,1
590,827986604677591041,1
591,828010086333300737,1
592,828234032383160321,1
593,828247716597813249,1
594,828257902993502210,1
595,828262860555968512,0
596,828365400639279105,1
597,828371732658532356,0
598,828374930093912065,0
599,828600789484466177,0
600,828651601493528576,0
601,828693618663759874,1
602,828698258717474824,1
603,828699997369675777,1
604,828723683392942080,1
605,828732692376207360,1
606,828777965718818817,0
607,828933354443636737,0
608,829012763318112256,1
609,"8,2941056141056E+017",1
610,829700421790867456,0
611,829717621629079552,1
612,830145816375521282,1
613,830171069935935488,1
614,830174476713263105,0
615,830236461924548608,0
616,830520616809689089,1
617,830854181992927233,0
618,830868958211371008,0
619,830922463869538305,1
620,830936984680009729,1
621,831219425072279552,1
622,831292419094171648,1
623,831980422573719553,0
624,832573076718157824,1
625,833017913216991232,0
626,833422238288277504,0
627,833751081276432385,0
628,834480834698686465,1
629,834483879960403968,1
630,834487301019361280,1
631,834487472344199169,0
632,834487988696522752,1
633,834494104151195652,1
634,834499255079489536,1
635,834500104421793799,1
636,834505772142845954,1
637,834516801170055168,1
638,834517960144334848,1
639,834529778787110913,1
640,834532080734334976,0
641,834540354321973248,1
642,834561067724500992,1
643,834854276761604101,1
644,834854766589124608,1
645,834855056100962304,1
646,834862086295535616,0
647,834875902970462209,1
648,835180759589744641,1
649,835189539857707008,1
650,835201109929115648,1
651,835215108708118528,1
652,835215939054485510,1
653,835217238911246336,1
654,835218988808437760,1
655,835219272590774274,0
656,835219765408956416,0
657,835220258919231494,0
658,835221487795724293,1
659,835226204479291393,1
660,835226641571975168,1
661,835227723735924742,1
662,835227983438807040,1
663,835232045118926848,1
664,835237219011080192,1
665,835237222391689217,1
666,835243423422689280,1
667,835243976496132100,1
668,835244785191563264,1
669,835251065985576960,1
670,835263188845400064,1
671,835269477486866432,1
672,835275233888256002,1
673,835275236534779905,1
674,835295376693428224,0
675,835374054207066113,1
676,835422632040345600,1
677,835504676011397124,0
678,835530149269553154,1
679,835535158862200833,1
680,835536546971455489,1
681,835539003290050560,1
682,835561126368796672,1
683,835653097334652928,1
684,835670286888488961,1
685,835854134721007616,1
686,835894464078102533,1
687,835897752911507456,1
688,835910392329162752,0
689,835933070205325313,1
690,835953951392542722,0
691,835968481140957184,1
692,835980751187361793,1
693,836012533727313920,1
694,836021192951742464,1
695,836023490398547968,1
696,836025838785163268,1
697,836026760328171521,1
698,836187549701922816,1
699,836262685515919360,0
700,836352136472571904,0
701,836358829566742528,0
702,836636779323273216,0
703,837345724006350852,1
704,837345960900587520,0
705,837378207477338112,1
706,837378677797158912,1
707,837383426139381760,0
708,837428132617596928,1
709,837430774089428992,1
710,837706674643288065,0
711,837736687857991681,0
712,837759748816633856,1
713,837776910142734337,1
714,837829097929633792,1
715,837983933107036160,1
716,837983937737678848,1
717,838046168886169601,1
718,838092500124434432,1
719,838147381011042305,1
720,838182959819673600,1
721,838450030352744448,1
722,838471478752526338,1
723,838477704273911808,1
724,838480760743014400,0
725,838491052457652225,1
726,838497080205324292,0
727,838510893667352577,1
728,838512284183871488,1
729,838515996231143425,1
730,838538611087851520,1
731,838541806056927233,1
732,838560297023639552,1
733,838565983145111554,1
734,838679110503317504,0
735,838764007414726656,1
736,838770765105401859,1
737,838786841159532544,1
738,838795839703298049,1
739,838801441447952384,1
740,838803135296638976,1
741,838815811062149120,1
742,838832353678086144,1
743,838864932212965376,1
744,839078470844039168,0
745,839235509889150977,1
746,839237078936399872,0
747,839238574872621056,1
748,839241652887818241,1
749,839242431400980480,1
750,839256675110408192,1
751,839317338960855040,1
752,840292860054372352,1
753,840295511676588033,1
754,840296455659245568,1
755,840297138902966272,1
756,840298123679404032,1
757,840301692264435712,0
758,840302860562755586,1
759,840307577271537664,1
760,840315503952371712,0
761,841066248972689408,1
762,841100341374550016,1
763,841234632192466944,1
764,841240991155834880,1
765,841264860797272064,1
766,841280117582237696,1
767,841347492771954690,1
768,841420506133852160,0
769,841430816844574722,0
770,841753087350001664,0
771,841760454175215616,1
772,841788381071839232,1
773,842003525685006336,0
774,842087088388509696,1
775,842751352728109056,1
776,842751611483148288,1
777,842751617355173888,1
778,842763448018702337,1
779,842764066963816448,1
780,842785403514114053,0
781,842823059270762497,1
782,842826157351469059,1
783,842852602966491136,1
784,842877403638697985,1
785,842904218268815360,1
786,843104797012230144,1
787,843111207968129025,1
788,843119356766814208,1
789,843123939672965120,1
790,843135699658444803,1
791,843178485732589568,1
792,843191469125107713,1
793,843204118625878016,0
794,843355468240240641,1
795,843557962656505856,1
796,843558237437870081,1
797,843595556136005632,1
798,843942858113482753,1
799,843976189626671104,1
800,843979684698345472,1
801,844506559904403456,1
802,844535330438995969,1
803,844535517483941890,1
804,845362095638134784,0
805,845663374763421696,1
806,845671651710676993,0
807,845735257689214976,1
808,846019806004432897,1
809,846710647106813952,1
810,848546022896803841,1
811,848865057056276480,1
812,848920972208070656,0
813,849227159260606464,1
814,849301245387055104,1
815,849673411588571136,0
816,849815105160327169,1
817,849913222127812608,1
818,849920758323314688,1
819,849924829134409729,1
820,849946653553569794,1
821,849949291930165248,1
822,849962092224557056,1
823,849962680152719360,1
824,849970599694827520,1
825,849970603130060800,1
826,849974234906599424,1
827,849997070652108801,1
828,850082205606871040,1
829,850114590750986241,1
830,850444528112873472,1
831,850455388927426560,1
832,850804377577152512,0
833,851092973911760898,1
834,851535725690486784,1
835,851536423085903872,1
836,851536642678689794,1
837,851809424922386432,0
838,853256811880751104,0
839,853256815110492160,0
840,853906628470550528,1
841,853975382516801536,0
842,854081201958785033,1
843,854291771932717056,1
844,854754661240143872,1
845,855520433722077184,1
846,855539412813459456,1
847,855559145919008775,1
848,855568814481788930,0
849,855580840360906754,0
850,855601058227388416,1
851,855776711211745280,1
852,855865933788839936,0
853,855881921204813824,1
854,856188607085727744,1
855,856343193222295552,0
856,856566035431993344,0
857,856672316356517889,0
858,857196932359270401,1
859,857261450808762368,1
860,857270318351740929,1
861,857357921746866182,1
862,857362428497190912,1
863,857590915510263812,1
864,857620051754659841,0
865,857726120011190272,1
866,858746826266214400,1
867,858815152048807936,0
868,"8,59084856017408E+017",1
869,859385998907760640,1
870,859398620164042752,0
871,860316819751612416,1
872,860324297637867520,1
873,860324800002240513,1
874,860332884565078016,1
875,860348126187663361,1
876,860353087474507776,1
877,860402021748363264,1
878,860431791827460096,1
879,860434527922995200,1
880,860441961513267200,1
881,860449458777186304,1
882,860462244278149121,1
883,860476433273167872,1
884,860549675102773248,0
885,860554033857265665,1
886,860625279978532865,1
887,860625354012151809,1
888,860625456743231488,1
889,860671301995900928,1
890,860850850951970821,0
891,860912284595613697,0
892,860930379573637120,0
893,861370553654837248,1
894,861710184930058240,0
895,862724171226206208,0
896,862724176066510848,0
897,863412307807924228,0
898,863460149310046208,0
899,863550873464709120,0
900,864802130602938368,0
901,865222678663360512,1
902,865238726489784322,1
903,865546601175044097,1
904,865547025043005441,1
905,865552805968334853,1
906,865569463583866883,1
907,865576614633123840,1
908,865579856205139968,1
909,865581975309922305,1
910,865584224711127040,1
911,865599606079447040,0
912,865603633643229184,0
913,865619996147318790,1
914,865622268407291904,1
915,865668438206717952,0
916,865727259591581696,0
917,865750242364358656,1
918,865771473985835008,1
919,865945501480480768,0
920,866291852730920960,1
921,866331469119148032,1
922,866350355675795457,1
923,866374213787144193,1
924,866382064999841792,1
925,866390866826584065,0
926,866408211326410752,1
927,866416488168779776,1
928,866419322754932738,0
929,866463632489684992,0
930,866473292047187968,1
931,866591781642792964,1
932,866625857015689217,1
933,866673365901234176,0
934,866734282299060227,1
935,867355955637374977,1
936,867438800859000834,1
937,868626761394921472,0
938,868877737590652928,0
939,868888044153319425,0
940,869595011725357059,1
941,869773563015909376,0
942,870410585288126464,0
943,870707862988668932,0
944,871155721106317313,1
945,871742867391344640,1
946,871755613071650816,0
947,871779750787686402,0
948,871799691524100096,1
949,871810960478003202,1
950,871840221410623488,1
951,871854434594193408,1
952,871871365158227968,1
953,871902143904722944,1
954,872087410456252417,1
955,872499728285655040,1
956,872503509647753222,1
957,872521702600736770,1
958,872846598006390785,1
959,873012398164246528,1
960,873017211451056128,0
961,873217624141946880,0
962,874558524306673664,1
963,874565321230831616,1
964,874573761374060548,1
965,874581635827675137,1
966,874584310053048320,1
967,874585428006809600,1
968,874660704195891200,1
969,874767933058109440,1
970,874771337298010112,0
971,874787723541794816,1
972,874946148645130241,0
973,874997263319220224,1
974,875722419553550336,0
975,875857433612222465,0
976,876035041062785024,0
977,876486849220542464,0
978,876913526912188417,1
979,877483121922408452,1
980,877577133870141440,0
981,877668257045655552,1
982,877907974873677825,0
983,878242588012281857,0
984,878657119691563008,0
985,879079638118440960,1
986,880252107185586176,1
987,880472629102219265,1
988,881144375916593152,1
989,881145577630613505,1
990,881240422500245505,0
991,881506920967929857,1
992,881595891190296576,1
993,881805284158693378,1
994,883328759473913859,0
995,883864787419004930,0
996,884900488927465472,0
997,884911351482732545,0
998,885308205974384640,0
999,886357700854120452,0
1000,887598645649879040,1
1001,887880458171756548,1
1002,888551540985700352,0
1003,889895393370263552,0
1004,890374213286154240,1
1005,890614974933905408,1
1006,890941210248065024,1
1007,891304337338585088,1
1008,891361016960794624,0
1009,892407803201044481,1
1010,893099798475264001,1
1011,893106946349436928,1
1012,893109989765730306,1
1013,893128813181157379,1
1014,893215174768959488,1
1015,893498957434769408,1
1016,893539708034330625,1
1017,893624732808916992,1
1018,894384457645535233,0
1019,895050091861614592,1
1020,895614595699798016,1
1021,895747041254678530,0
1022,895955861713113090,0
1023,896855882616774656,0
1024,896907301679845377,0
1025,897160705127755776,0
1026,897233078720102404,0
1027,897483945624973316,1
1028,897484545880096768,1
1029,897511609446400001,1
1030,897528020470308864,1
1031,897539473679892480,1
1032,897579048154431489,1
1033,897584516776083456,1
1034,897860427878735873,1
1035,897861181116952576,1
1036,897877672281460736,1
1037,897915342940393472,1
1038,897932724496867328,0
1039,898190942481657857,1
1040,898261179767832576,1
1041,898267219020218368,1
1042,898687376859566081,1
1043,898752061780758529,1
1044,898849164678676480,1
1045,898875251966083072,1
1046,898922845186686976,1
1047,898924527161405440,1
1048,898941636679311360,1
1049,898946590269857797,1
1050,898964143700664326,1
1051,898967480185606144,0
1052,898967700290121729,1
1053,898971873157025793,1
1054,898992838582587392,1
1055,899014196679106560,1
1056,899085102403203072,0
1057,899130101643841536,0
1058,899302763435352064,0
1059,899324983427690496,0
1060,899326951353049089,1
1061,899350045811781632,1
1062,899360538303627264,1
1063,899361267525320704,1
1064,899412332006088704,1
1065,899419131296043008,1
1066,899439243101179904,1
1067,899443418450935808,1
1068,899587048817950720,1
1069,899613528566509568,1
1070,899627096749858816,0
1071,902124181046915072,0
1072,902685813875515392,1
1073,903212947157258242,1
1074,903271898267754496,1
1075,904170361608167424,0
1076,904733391920259072,0
1077,904898057690644480,1
1078,905049734359994368,0
1079,905896978772627458,0
1080,906572646585917440,0
1081,906703848563232769,0
1082,907102173779066880,0
1083,907579503005880320,0
1084,907803804812431360,0
1085,908159022230097920,0
1086,908749027621007360,0
1087,909093273402314753,0
1088,909431344845000705,1
1089,909852864721252352,0
1090,909874707700297728,1
1091,910676854360510464,1
1092,911360820394655744,0
1093,912422626621927424,1
1094,913313813675507717,0
1095,913850260690059264,0
1096,913869067576111106,1
1097,914231089576718336,1
1098,914234943374598149,1
1099,914267397065891840,1
1100,914283015781715968,1
1101,914292616019275782,1
1102,914338612212260864,1
1103,914354107099385857,0
1104,914500957580521473,0
1105,914808937072881664,1
1106,914851574966620160,1
1107,914877609099612161,0
1108,915031883704147969,0
1109,915152313811111936,0
1110,915181698337447936,1
1111,915186615550644224,1
1112,915355433782665216,1
1113,915359251484246016,0
1114,915608414713245697,0
1115,916400374839263232,0
1116,916415889502810117,0
1117,916482732229910528,0
1118,916533635603451904,0
1119,916623329020338176,0
1120,916623580829569024,1
1121,916640233617285120,1
1122,916652122871074816,1
1123,916699973231808512,1
1124,916707032861876225,0
1125,916717580559118336,1
1126,916794882101878784,0
1127,917041856684462080,0
1128,917070169746354176,1
1129,917126718183354370,1
1130,917149622186909696,1
1131,917490622071685120,0
1132,917496453076893696,0
1133,917772474854498304,0
1134,917831638398197762,1
1135,"9,178575121536E+017",1
1136,917868001776537600,0
1137,918189779740532737,1
1138,918197190941708288,1
1139,918586038032969730,0
1140,918915025846325249,1
1141,918945085999349760,1
1142,918946410619273216,1
1143,918969369559957504,1
1144,918987580041039873,1
1145,919127135398383616,0
1146,919221616881541120,0
1147,919281412951375872,0
1148,919309935585918976,0
1149,919551261803819008,0
1150,919564548407005185,1
1151,921129898076528640,1
1152,921402908654137344,1
1153,922072249024180224,1
1154,922111238800322561,1
1155,922157316820041728,1
1156,922161685875474432,1
1157,922181699781279745,1
1158,922186709198090241,1
1159,922365327916314624,1
1160,922447647134302209,1
1161,922539511007019008,0
1162,922652336895426560,0
1163,923221041480024064,0
1164,923221881871679488,0
1165,923358807450939392,0
1166,923366560588328961,1
1167,923368906894598144,1
1168,923453023258660864,0
1169,923484456387670016,1
1170,923496843874570240,1
1171,923504675478835200,1
1172,923523501469794306,0
1173,923839267612135425,1
1174,923875581308977152,1
1175,923889679769812992,1
1176,924376381198278656,0
1177,924636950576926720,0
1178,925111205248847872,1
1179,926106258968473606,0
1180,926540941028048896,0
1181,926574399561617408,0
1182,926742818801950723,0
1183,926774301151281153,0
1184,926933578839097344,1
1185,926935447628144640,1
1186,926959050629230592,1
1187,926959875015536640,1
1188,926966959903670273,1
1189,927127488534163457,1
1190,927195705172746241,1
1191,927227214885683205,1
1192,927241735297695744,1
1193,927628788644614144,1
1194,927852554297409537,0
1195,929138762617061381,1
1196,929176704278581250,1
1197,929187425611640832,1
1198,929268558802178049,0
1199,929535432253165568,1
1200,930833730159161345,0
1201,931248834155393024,0
1202,931321532319645697,0
1203,931341210941210624,1
1204,931471893944729602,1
1205,931595775187894272,1
1206,931621723023331330,1
1207,931630795852312576,1
1208,931966122244546561,1
1209,931967670861234177,1
1210,931979710330015744,1
1211,932097249299005441,1
1212,932187453317926912,1
1213,932220034847465473,1
1214,932223183385714690,0
1215,932312754341285889,0
1216,932329482354089984,0
1217,932344705840500738,0
1218,932344964876562438,0
1219,932371262759780352,0
1220,933037995053277185,1
1221,933054247955939328,0
1222,933059615696261120,1
1223,933110948121919488,1
1224,933264222749728768,0
1225,933331426094862336,1
1226,933408477753565184,0
1227,933457933798535168,0
1228,933620878419677184,0
1229,933631902589657088,1
1230,934617856741912578,1
1231,934629565015654400,1
1232,934656939501420544,1
1233,935064911381704705,1
1234,935083863721816065,1
1235,935085600339722242,1
1236,935123535332196353,0
1237,935203661852168192,1
1238,935888196608475136,1
1239,936545102381682688,0
1240,936964827641270273,0
1241,937743443492724745,0
1242,938219517372764161,1
1243,938882149179998208,1
1244,938931645842968576,1
1245,939046895216758784,1
